0.30648068,0.0007279356,0.48436832,-3.1383817,0.0056609632,-0.006711328,0.0,-0.0007440841,-0.7842883,0.0005766014,-2.360966,0.0036563636,1.5708898,0.7917636,0.30658373,0.00072535273,0.484747,-3.1383753,0.004852196,-0.006711162
0.30627656,0.00074167014,0.4836402,-3.13836,0.0072081573,-0.0066858483,0.0,-0.00074089976,-0.7843014,0.0005907693,-2.3623712,0.0036996522,1.570891,0.7917707,0.34376118,0.621971,0.34417468,-2.8527043,0.12536013,0.55913365
0.30374092,0.009696148,0.48065192,-3.1026397,0.022418821,0.049755357,1.0,0.0016494313,-0.7818349,0.0027016113,-2.365704,0.041875385,1.5592824,0.736922,0.39380056,1.26546,0.19531661,-2.6011422,-0.012290165,1.1538676
0.30471602,0.060972925,0.4601605,-2.9249246,0.028714664,0.16168392,1.0,0.00400705,-0.7637956,0.03568024,-2.4118714,0.2356637,1.590149,0.64444023,0.472481,1.9067013,0.020066254,-2.5104282,-0.28998432,1.7364562
0.30754536,0.122482,0.42048943,-2.814395,0.04589521,0.27860814,1.0,0.014741405,-0.7055418,0.1292049,-2.4743516,0.3985334,1.6624455,0.5659496,0.5753634,2.549154,-0.17750272,-2.662556,-0.56816727,2.4106762
0.3078285,0.15887368,0.39942,-2.7574325,0.053137243,0.33658385,1.0,0.02579983,-0.6566832,0.19319552,-2.4957423,0.49262175,1.708158,0.52837825,0.64161396,3.1870546,-0.4096932,-3.017073,-0.6778814,-3.058432
0.3078285,0.15887368,0.39942,-2.7574325,0.053137243,0.33658385,1.0,0.02579983,-0.6566832,0.19319552,-2.4957423,0.49262175,1.708158,0.52837825,0.6861033,3.803357,-0.67574155,2.9572973,-0.56655467,-2.3059044
0.3078285,0.15887368,0.39942,-2.7574325,0.053137243,0.33658385,1.0,0.02579983,-0.6566832,0.19319552,-2.4957423,0.49262175,1.708158,0.52837825,0.72849286,4.4062653,-0.96908057,2.8611894,-0.3052334,-1.6824353
0.30131555,0.20527373,0.3761482,-2.6596084,0.08923104,0.3806421,1.0,0.03377357,-0.5872685,0.27067482,-2.5067294,0.6241292,1.7347128,0.5074091,0.774996,5.010532,-1.2956076,2.9926705,-0.019771779,-1.1126052
0.30175114,0.20473422,0.3766239,-2.65937,0.08791656,0.37885565,1.0,0.03292391,-0.58799595,0.26954207,-2.5063996,0.62410426,1.7348976,0.5074085,0.80049837,5.6068773,-1.6655581,-3.0588672,0.14103624,-0.52575725
0.301789,0.20471828,0.376703,-2.659342,0.087736376,0.3787889,1.0,0.032931756,-0.5880572,0.26943448,-2.5063016,0.6241029,1.7348877,0.5074053,0.8118333,6.2026095,-2.0641544,-2.7663507,0.14973646,0.0962397
0.30171192,0.20482023,0.37664193,-2.6594534,0.08788087,0.37910601,1.0,0.03303902,-0.5879969,0.269699,-2.5063443,0.6241016,1.7348768,0.50740635,0.79878974,6.812568,-2.4962363,-2.518938,-0.044792604,0.6979911
0.3017537,0.2047574,0.3766662,-2.659373,0.08783447,0.37890968,1.0,0.032979373,-0.58801943,0.26953468,-2.5063343,0.6241034,1.7348791,0.5074078,0.78478086,7.425716,-2.9433005,-2.3921955,-0.33349004,1.2634468
0.30175102,0.2047604,0.37665966,-2.6593885,0.08784639,0.3789268,1.0,0.032981273,-0.5880118,0.26955315,-2.5063374,0.62409693,1.7348809,0.5074119,0.7223878,8.046326,-3.4103527,-2.3253393,-0.6407127,1.8060023
0.30174464,0.20477258,0.3766593,-2.6593928,0.08784754,0.37896693,1.0,0.03299984,-0.5880101,0.2695761,-2.5063343,0.6241025,1.7348815,0.50741345,0.68819666,8.668519,-3.892558,-2.4637036,-0.9182959,2.4739096
0.30173957,0.20477867,0.3766565,-2.659397,0.08785473,0.37898672,1.0,0.03301013,-0.58800364,0.26957443,-2.5063422,0.62409836,1.7348781,0.50740236,0.6343553,9.2973585,-4.3710847,-2.909325,-1.1411514,-2.8674884
0.30175272,0.2047658,0.3766601,-2.6593769,0.08784538,0.3789349,1.0,0.032993194,-0.5879949,0.2695538,-2.5063283,0.624099,1.7348837,0.5074055,0.5570686,9.927242,-4.878041,2.4087327,-1.1488419,-1.447399
0.3017537,0.20477068,0.37667432,-2.659394,0.08780923,0.3789459,1.0,0.032998167,-0.5880186,0.26956174,-2.50632,0.6241002,1.7348818,0.50741345,0.5003269,10.551868,-5.3752174,2.0311475,-0.78346777,-0.60362285
0.30174407,0.20477885,0.37665674,-2.6594002,0.08785492,0.37897664,1.0,0.03300272,-0.58799344,0.26958373,-2.5063255,0.6241015,1.7348845,0.5074092,0.4300852,11.167191,-5.869332,2.0832334,-0.3669381,-0.11861705
0.30174944,0.2047727,0.37666047,-2.659392,0.087845884,0.3789556,1.0,0.032999523,-0.5879949,0.269566,-2.5063224,0.62410367,1.7348837,0.5074099,0.37002963,11.780971,-6.355976,2.317954,-0.0164137,0.3404011
0.30175143,0.20477253,0.37666684,-2.6593904,0.08782849,0.37894917,1.0,0.03299674,-0.5880076,0.2695659,-2.506317,0.6241047,1.7348855,0.50741416,0.3017025,12.369126,-6.8251724,2.682018,0.15756893,0.8738832
0.3017529,0.2047704,0.37666535,-2.659388,0.087829255,0.37895134,1.0,0.032996684,-0.5879976,0.26956174,-2.506325,0.624102,1.7348855,0.50740635,0.25720012,12.950874,-7.293635,3.1218588,0.13345374,1.445403
0.3017448,0.20477831,0.37666053,-2.6593919,0.087845415,0.37897062,1.0,0.033005252,-0.58800477,0.26957798,-2.5063272,0.6241047,1.7348837,0.50740635,0.23543115,13.568345,-7.7186003,-2.8387182,-0.13462245,1.9691124
0.30174693,0.20477267,0.3766577,-2.6593895,0.08784763,0.37896404,1.0,0.03299674,-0.5879998,0.26956806,-2.5063257,0.62410474,1.7348822,0.50740486,0.23926333,14.185724,-8.094435,-2.7139802,-0.52507925,2.4585958
0.30175087,0.20476723,0.37666124,-2.6593897,0.08783827,0.37894875,1.0,0.032994233,-0.58799976,0.2695543,-2.5063272,0.6240995,1.7348845,0.50740993,0.2538378,14.828516,-8.417113,-2.8803563,-0.9074652,3.1172109
0.30174795,0.20477176,0.37666065,-2.6593926,0.08784103,0.37895858,1.0,0.0330052,-0.588002,0.26956767,-2.5063303,0.62410307,1.7348845,0.5074092,0.22159171,15.4691515,-8.719848,2.6606338,-1.0902041,-2.0001583
0.30174935,0.20477161,0.37666065,-2.659387,0.08784353,0.3789536,1.0,0.03299955,-0.58800155,0.26956904,-2.506328,0.6241058,1.7348821,0.5074106,0.13482589,16.103228,-9.00046,2.0420425,-0.8400716,-0.9587469
0.30174723,0.20477363,0.37665966,-2.6593902,0.087847225,0.37895548,1.0,0.03299674,-0.58800226,0.26956663,-2.5063279,0.62410086,1.7348845,0.50741416,0.041220702,16.733507,-9.247449,1.9785868,-0.45148465,-0.39798754
0.30174842,0.2047741,0.3766641,-2.6593912,0.08783299,0.37896106,1.0,0.032994263,-0.58800757,0.26956907,-2.5063198,0.62410516,1.7348853,0.50741416,-0.0115256915,17.357769,-9.472597,2.1832836,-0.14929578,0.059049174
0.30175114,0.20476986,0.37666452,-2.659391,0.08783108,0.37894982,1.0,0.03299145,-0.588003,0.26956064,-2.50632,0.6241034,1.7348853,0.50740707,-0.049832,17.974833,-9.688255,2.50937,-0.013425792,0.55953175
0.30174783,0.2047746,0.37666106,-2.6593895,0.0878425,0.37895733,1.0,0.033002485,-0.58800226,0.26957053,-2.5063252,0.62410545,1.7348855,0.50741416,-0.059257615,18.620804,-9.914294,2.8887658,-0.07829307,1.0789206
0.3017477,0.20477247,0.376661,-2.659388,0.08783961,0.37896127,1.0,0.033000473,-0.58800226,0.26956555,-2.5063303,0.6241058,1.7348845,0.5074121,-0.05291057,19.253832,-10.155747,-3.0831928,-0.3319901,1.5602531
0.30174884,0.20477028,0.37665874,-2.6593854,0.08784989,0.37894604,1.0,0.03299663,-0.58800757,0.2695634,-2.506326,0.62410116,1.7348837,0.5074114,-0.025374418,19.896923,-10.424852,-2.8907945,-0.7134554,1.9971129
0.30174863,0.20477319,0.3766629,-2.659394,0.087838344,0.37895593,1.0,0.03300058,-0.5880057,0.26956916,-2.506323,0.6241011,1.7348845,0.5074144,-0.0031157786,20.528019,-10.689522,-2.9276636,-1.1351626,2.5555313
0.301749,0.20476972,0.37666136,-2.6593852,0.08783899,0.37894973,1.0,0.03299447,-0.58800226,0.26956415,-2.5063262,0.62410116,1.7348825,0.5074078,0.012801135,21.155767,-10.9668865,2.0560648,-1.3302598,-1.9645591
